Date,Adj Close,differenced_trasnformation_demand,differenced_demand_filled,differenced_inv_transformation_demand
2010-01-04,6.562589,,6.562589,6.562589
2010-01-05,6.573936,0.011346999999999774,0.011346999999999774,6.573936
2010-01-06,6.469368,-0.10456799999999955,-0.10456799999999955,6.469368
2010-01-07,6.457407,-0.011961000000000332,-0.011961000000000332,6.457407
2010-01-08,6.50034,0.042932999999999666,0.042932999999999666,6.50034
2010-01-11,6.442997,-0.05734299999999948,-0.05734299999999948,6.442997
2010-01-12,6.369708,-0.07328899999999994,-0.07328899999999994,6.369708
2010-01-13,6.459555,0.08984699999999979,0.08984699999999979,6.459555
2010-01-14,6.422143,-0.03741199999999978,-0.03741199999999978,6.422143
2010-01-15,6.314817,-0.10732600000000048,-0.10732600000000048,6.314817
2010-01-19,6.594174,0.2793570000000001,0.2793570000000001,6.594174
2010-01-20,6.492674,-0.1014999999999997,-0.1014999999999997,6.492674
2010-01-21,6.38044,-0.11223399999999994,-0.11223399999999994,6.38044
2010-01-22,6.063978,-0.31646200000000047,-0.31646200000000047,6.063978
2010-01-25,6.227116,0.163138,0.163138,6.227116
2010-01-26,6.315124,0.08800800000000031,0.08800800000000031,6.315124
2010-01-27,6.374614,0.059490000000000265,0.059490000000000265,6.374614
2010-01-28,6.111203,-0.2634110000000005,-0.2634110000000005,6.111203
2010-01-29,5.889494,-0.2217089999999997,-0.2217089999999997,5.889494
2010-02-01,5.971371,0.08187700000000042,0.08187700000000042,5.971371
2010-02-02,6.006021,0.03464999999999918,0.03464999999999918,6.006021
2010-02-03,6.109363,0.10334200000000049,0.10334200000000049,6.109363
2010-02-04,5.88919,-0.22017299999999995,-0.22017299999999995,5.88919
2010-02-05,5.993754,0.10456399999999988,0.10456399999999988,5.993754
2010-02-08,5.952665,-0.041089000000000375,-0.041089000000000375,5.952665
2010-02-09,6.01614,0.06347500000000039,0.06347500000000039,6.01614
2010-02-10,5.98333,-0.03281000000000045,-0.03281000000000045,5.98333
2010-02-11,6.092189,0.1088590000000007,0.1088590000000007,6.092189
2010-02-12,6.144628,0.05243899999999968,0.05243899999999968,6.144628
2010-02-16,6.237234,0.09260599999999997,0.09260599999999997,6.237234
2010-02-17,6.211169,-0.026065000000000005,-0.026065000000000005,6.211169
2010-02-18,6.222822,0.011652999999999913,0.011652999999999913,6.222822
2010-02-19,6.184185,-0.03863699999999959,-0.03863699999999959,6.184185
2010-02-22,6.145854,-0.03833100000000034,-0.03833100000000034,6.145854
2010-02-23,6.04282,-0.10303400000000007,-0.10303400000000007,6.04282
2010-02-24,6.153214,0.11039400000000033,0.11039400000000033,6.153214
2010-02-25,6.194304,0.04108999999999963,0.04108999999999963,6.194304
2010-02-26,6.274645,0.08034099999999977,0.08034099999999977,6.274645
2010-03-01,6.408653,0.13400800000000057,0.13400800000000057,6.408653
2010-03-02,6.404358,-0.004294999999999938,-0.004294999999999938,6.404358
2010-03-03,6.419076,0.014717999999999343,0.014717999999999343,6.419076
2010-03-04,6.461395,0.042319000000000884,0.042319000000000884,6.461395
2010-03-05,6.714075,0.2526799999999998,0.2526799999999998,6.714075
2010-03-08,6.71806,0.003985000000000127,0.003985000000000127,6.71806
2010-03-09,6.838881,0.1208209999999994,0.1208209999999994,6.838881
2010-03-10,6.89469,0.055809,0.055809,6.89469
2010-03-11,6.914927,0.02023699999999984,0.02023699999999984,6.914927
2010-03-12,6.94866,0.03373300000000068,0.03373300000000068,6.94866
2010-03-15,6.864026,-0.08463400000000032,-0.08463400000000032,6.864026
2010-03-16,6.882729,0.018703000000000358,0.018703000000000358,6.882729
2010-03-17,6.872612,-0.010117000000000154,-0.010117000000000154,6.872612
2010-03-18,6.888865,0.01625299999999985,0.01625299999999985,6.888865
2010-03-19,6.815267,-0.07359799999999961,-0.07359799999999961,6.815267
2010-03-22,6.891929,0.07666199999999979,0.07666199999999979,6.891929
2010-03-23,7.002631,0.11070199999999986,0.11070199999999986,7.002631
2010-03-24,7.033603,0.03097200000000022,0.03097200000000022,7.033603
2010-03-25,6.950192,-0.0834109999999999,-0.0834109999999999,6.950192
2010-03-26,7.080518,0.13032599999999928,0.13032599999999928,7.080518
2010-03-29,7.126209,0.04569100000000059,0.04569100000000059,7.126209
2010-03-30,7.232309,0.10609999999999964,0.10609999999999964,7.232309
2010-03-31,7.206244,-0.026065000000000005,-0.026065000000000005,7.206244
2010-04-01,7.235989,0.029745000000000132,0.029745000000000132,7.235989
2010-04-05,7.313263,0.07727400000000006,0.07727400000000006,7.313263
2010-04-06,7.345464,0.0322009999999997,0.0322009999999997,7.345464
2010-04-07,7.377968,0.03250400000000031,0.03250400000000031,7.377968
2010-04-08,7.358037,-0.0199309999999997,-0.0199309999999997,7.358037
2010-04-09,7.414457,0.05641999999999925,0.05641999999999925,7.414457
2010-04-12,7.429792,0.01533500000000032,0.01533500000000032,7.429792
2010-04-13,7.434085,0.004292999999999658,0.004292999999999658,7.434085
2010-04-14,7.534053,0.0999680000000005,0.0999680000000005,7.534053
2010-04-15,7.633099,0.09904599999999952,0.09904599999999952,7.633099
2010-04-16,7.586488,-0.046610999999999514,-0.046610999999999514,7.586488
2010-04-19,7.57637,-0.010118000000000293,-0.010118000000000293,7.57637
2010-04-20,7.50032,-0.0760499999999995,-0.0760499999999995,7.50032
2010-04-21,7.948948,0.44862799999999936,0.44862799999999936,7.948948
2010-04-22,8.171266,0.22231799999999957,0.22231799999999957,8.171266
2010-04-23,8.304967,0.1337010000000003,0.1337010000000003,8.304967
2010-04-26,8.264182,-0.04078499999999963,-0.04078499999999963,8.264182
2010-04-27,8.035423,-0.22875900000000016,-0.22875900000000016,8.035423
2010-04-28,8.021932,-0.013491000000000142,-0.013491000000000142,8.021932
2010-04-29,8.237813,0.21588099999999955,0.21588099999999955,8.237813
2010-04-30,8.006289,-0.2315239999999985,-0.2315239999999985,8.006289
2010-05-03,8.167588,0.16129899999999964,0.16129899999999964,8.167588
2010-05-04,7.932391,-0.23519700000000032,-0.23519700000000032,7.932391
2010-05-05,7.8499,-0.08249100000000009,-0.08249100000000009,7.8499
2010-05-06,7.551224,-0.2986759999999995,-0.2986759999999995,7.551224
2010-05-07,7.232615,-0.31860900000000036,-0.31860900000000036,7.232615
2010-05-10,7.78857,0.555955,0.555955,7.78857
2010-05-11,7.866154,0.07758399999999988,0.07758399999999988,7.866154
2010-05-12,8.036957,0.17080299999999937,0.17080299999999937,8.036957
2010-05-13,7.922578,-0.11437899999999956,-0.11437899999999956,7.922578
2010-05-14,7.783359,-0.13921899999999976,-0.13921899999999976,7.783359
2010-05-17,7.795623,0.012264000000000053,0.012264000000000053,7.795623
2010-05-18,7.738589,-0.05703399999999981,-0.05703399999999981,7.738589
2010-05-19,7.615312,-0.12327699999999986,-0.12327699999999986,7.615312
2010-05-20,7.29088,-0.3244320000000007,-0.3244320000000007,7.29088
2010-05-21,7.43071,0.1398300000000008,0.1398300000000008,7.43071
2010-05-24,7.566863,0.1361529999999993,0.1361529999999993,7.566863
2010-05-25,7.519641,-0.04722199999999965,-0.04722199999999965,7.519641
2010-05-26,7.485603,-0.03403799999999979,-0.03403799999999979,7.485603
2010-05-27,7.768944,0.28334100000000007,0.28334100000000007,7.768944
2010-05-28,7.877193,0.10824899999999982,0.10824899999999982,7.877193
2010-06-01,7.998319,0.12112600000000029,0.12112600000000029,7.998319
2010-06-02,8.093991,0.09567200000000042,0.09567200000000042,8.093991
2010-06-03,8.06854,-0.025451000000000334,-0.025451000000000334,8.06854
2010-06-04,7.848981,-0.21955900000000028,-0.21955900000000028,7.848981
2010-06-07,7.695046,-0.1539350000000006,-0.1539350000000006,7.695046
2010-06-08,7.645673,-0.04937299999999922,-0.04937299999999922,7.645673
2010-06-09,7.457695,-0.1879780000000002,-0.1879780000000002,7.457695
2010-06-10,7.681857,0.22416199999999975,0.22416199999999975,7.681857
2010-06-11,7.773853,0.09199599999999997,0.09199599999999997,7.773853
2010-06-14,7.797463,0.023609999999999687,0.023609999999999687,7.797463
2010-06-15,7.963361,0.16589800000000032,0.16589800000000032,7.963361
2010-06-16,8.195189,0.23182799999999926,0.23182799999999926,8.195189
2010-06-17,8.336859,0.1416700000000013,0.1416700000000013,8.336859
2010-06-18,8.40432,0.06746099999999977,0.06746099999999977,8.40432
